wav,wrd,ID,duration,sr
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_402.wav,كان تحب ع الماكلة تفضل خوذ شطرها اما على شرط,202,4.33,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_403.wav,تعطيني هاك الصرة,203,2.83,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_404.wav,لكن الجوع ما يقدرش عليه,204,3.72,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_405.wav,اعطاها صرة الفلوس اللي عندو وخذا شطر المونة,205,4.56,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_406.wav,طاح ياكل في الدقلة ويلحس في العسل حتى لهب بالعطش وماعندوش ماء,206,5.26,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_407.wav,تعطيني شريبة يا بنت عمي,207,2.99,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_408.wav,اش باش نقلك يا وليد عمي,208,2.83,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_409.wav,الماء ما يتشدش لكن هذا سفر,209,3.67,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_410.wav,اش قولك نعطيك قربة ماء كاملة,210,4.66,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_411.wav,وتعطيني الفرس و تاخذ بهيمتي,211,3.59,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_412.wav,لكن العطش ذبحو ذبحان ولسانو لصق في لهاتو,212,4.84,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_413.wav,وفي الاخر اعطاها الفرس وركب ع البهيمة بعدما شرب وبرد جنونو,213,5.59,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_414.wav,ولات الطفلة من قدام ع الفرس وهو بعيد عليها,214,4.32,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_415.wav,مشي نهار يدبك ع البهيمة الشارفة,215,3.96,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_416.wav,وايامو تصعب ع الكافر,216,2.79,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_417.wav,كل ما يستحق حاجة يأخذها من عند بنت عمو بالمقابل,217,4.44,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_418.wav,حتى قعدولو كان سنونو,218,2.94,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_419.wav,حتى صر الحوايج الجدد اللي هزهم معاه نحاتهملو عين تضحك وعين تبكي,219,6.23,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_420.wav,قعدوا هكاكة يمشيو حتى وصلوا لمفرق طريق,220,4.28,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_421.wav,ثنية ع اليمين خضراء لكن ظلماء,221,3.5,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_422.wav,وثنية ع اليسار شايحة لايحة لكن ضاوية,222,4.55,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_423.wav,هي فكرت شوية و شدت اليمين وهو خلاها وشد اليسار,223,4.7,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_424.wav,قد ما ناداتو ما حبش يتلفتلها,224,3.39,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_425.wav,ايا سيدي تفارقت الطفلة هي وولد عمها وكل واحد منهم شد ثنية,225,6.93,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_426.wav,سي وخينا قعد يمشي يمشي يمشي حتى وصل لقرية صغيرة,226,4.38,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_427.wav,في بابها راجل كبير يبيع في السفنج,227,3.26,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_428.wav,مصارنو بداو يغروطوا و ريقتو سالت,228,4.14,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_429.wav,يا عمي تعطيني كعيبتين سفنج ونعطيك ه البهيم,229,4.83,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_430.wav,من غير تفكير مدلو كعبتين سفنج سخان كلاهم,230,4.13,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_431.wav,والله هايل ه السفنج يا عمي,231,2.65,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_432.wav,اش قولك تعطيني كعيبتين اخرين ونقعد نخدم عندك ونعاونك,232,5.26,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_433.wav,أعطاه سكت جوعو,233,2.46,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_434.wav,وولى يخدم معاه الصباح سفناج,234,3.16,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_435.wav,والعشية بين الفلاحة والكوري,235,3.12,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_436.wav,وفي المقابل يسكن في قربي حذا الكوري وماكل شارب مع اممالي الدار,236,7.26,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_437.wav,وفي الطرف الآخر بنت عمو شدت الثنية تمشي تمشي تمشي وتتلمس في الطريق حتى وصلت بلاد أخرى,237,7.27,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_438.wav,تلقى الناس شادين الصف قدام قصر السلطان,238,3.21,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_439.wav,سألتهم اش ثمة,239,3.03,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_440.wav,قالوا لها باللي الوزير متاعهم توفى,240,3.34,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_441.wav,والسلطان عامل امتحان و اللي يجاوب على حجايتو هذاك اللي يولي ذراعو اليمين,241,6.66,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_442.wav,من حينها شدت الصف معاهم,242,2.7,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_443.wav,كل مرة يدخل واحد ويخرج يصفق في يديه ويتحسر ع الفرصة اللي ضاعت منو,243,5.53,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_444.wav,حتى جاء دورها,244,2.33,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_445.wav,ربطت الفرس ودخلت,245,3.3,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_446.wav,حيات السلطان والحاشية متاعو,246,3.45,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_447.wav,استغرب السلطان على خاطرها اول مرا تتقدم للمسابقة,247,5.17,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_448.wav,ايا سألها قداش عمرك,248,3.06,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_449.wav,ما نقولوش قداش عمرك يا سيدي,249,3.04,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_450.wav,خاطر حد ما يعرف قداش عمرو في الدنيا,250,3.9,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_451.wav,امالأ اش نقولو,251,3.59,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_452.wav,قداش في عمرك,252,2.8,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_453.wav,تبسم الملك وطلب منها تقرب و تقعد مقابلتو,253,5.59,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_454.wav,وسألها على اصلها وفصلها واش جابها لهالبلاد,254,5.35,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_455.wav,حكاتلو قصتها مع بوها وعمها,255,4.52,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_456.wav,والتحدي اللي عملتو مع ولد عمها,256,3.63,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_457.wav,ترح عليها السلطان طليعة كان تطلعها تفوز بالمنصب وتولي مالاعيان,257,5.27,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_458.wav,وافقت من غير تردد على ه الفرصة اللي تجي في العمر مرة,258,4.47,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_459.wav,زعمة اش يقول الماء وهو يغلي ع الحطب,259,4.01,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_460.wav,هذي ساهلة يا سيدي,260,2.27,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_461.wav,الماء كي يبدأ يغلي يقول,261,2.99,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_462.wav,العود اللي سقيتو كواني,262,2.87,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_463.wav,و الجذع اللي بردتو شواني,263,3.72,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_464.wav,تبسم الملك و تعجب لذكاءها وفطنتها,264,7.2,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_465.wav,و اعطاها منصب الوزير,265,2.84,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_466.wav,وولات في ليلة ونهار مالاعيان,266,4.37,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_467.wav,وبعد مدة توحشت امماليها بعثتلهم العسكر متاع السلطان,267,6.14,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_468.wav,و جابوهم معززين مكرمين و خذاو دار كبيرة وراء القصر,268,6.94,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_469.wav,وعاشوا عيشة الرخاء بعد الشدة,269,3.77,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_470.wav,اما العم قعد وحدو لا هو لا بو,270,4.09,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_471.wav,نهار وهو قاعد في محلو و يدخل عليه ولدو يكركر في شلاكتو,271,5.03,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_472.wav,لا كسوة كالناس لا سلعة لا فلوس,272,3.67,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_473.wav,الوسخ والمسخ والعراء والقرا حاشاكم,273,6.47,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_474.wav,قاللو وين الفرس والسلعة,274,3.63,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_475.wav,اش جبت في يديك,275,3.03,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_476.wav,قاللو ما جبت شي,276,2.33,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_477.wav,اما تعلمت كيفاش نقلي السفنج و ما يشربش الزيت,277,5.67,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_478.wav,ولى بوه يضرب في وجهو ويسب في النهار اللي خمم باش يعمل عليه,278,7.36,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_479.wav,و قد ما حاول يتقرب لخوه و يقابلو ثماش ما يرضى يعطي وحدة من بناتو لولد من اولادو,279,7.23,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_480.wav,البنات قالوا الف اعوذ بالله من ه النسب,280,4.51,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_481.wav,ما عادش عندي بنات للماخذة,281,3.73,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_482.wav,بناتي الكل سهل عليهم ربي ببخت الرضى و خطبوني فيهم جماعة القصر,282,6.91,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_483.wav,و بعد سنين الشقاء باش يفرح بو البنات,283,4.14,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_484.wav,وقتها فهم الخو المقصود,284,2.8,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_485.wav,وندم على كل شي عملوا لكن اللي فات محال يعود,285,5.73,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_486.wav,و فهم اللي ما ثماش فرق بين طفلة وطفل,286,4.28,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_487.wav,الفايدة في التربية الصالحة و رزانة العقل,287,4.25,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_488.wav,العام الجاي تجينا صابة,288,2.56,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_489.wav,يا سادة و يا مادة يدلنا و يدلكم للخير و الشهادة,289,5.48,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_490.wav,يحكيو على  طفلة صغيرة  اسمها تونس,290,3.31,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_491.wav,كانت تونس راقدة على  ضهرها,291,3.86,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_492.wav,و تتفرج في السحاب,292,3.11,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_493.wav,في السماء الزرقة,293,2.56,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_494.wav,في العصافر الطايرين,294,3.49,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_495.wav,كانت متكية  في منطقة الكلها خضراء بالحشيش,295,4.43,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_496.wav,شجرة توتة تضلل عليها من غير ما تغطي السماء,296,4.13,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_497.wav,و أقحوان داير بيها في كل الجهات,297,4.43,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_498.wav,هبطت تونس عينيها لركبتها الي توجع فيها,298,4.46,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_499.wav,لقاتها مدمدمة و منفوخة,299,5.07,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_600.wav,تبسمت  و عينيها ضواو,300,2.75,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_601.wav,اخر مرة هذه يمد يده عليها حد,301,4.24,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_602.wav,هاك المجرم  المريض الي يحسب في روحه بوها,302,4.15,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_603.wav,و هو في الأصل ملفق روحه لأنه راجل أمها و مش بوها,303,7.15,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_604.wav,هرب و ماعادش ممكن  يرجع بش يعذبها و يستغلها,304,4.74,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_605.wav,و يعمل فيها الي ما يتعملش,305,3.53,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_606.wav,زادت تبسمت تونس أكثر و أكثر,306,3.78,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_607.wav,هالحكايات متاع هاك المجرم  ما عادش يمسوها,307,4.85,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_608.wav,لأنها تعتبرها صفحة و تطوات في حياتها,308,4.05,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_609.wav,و حلفت أنه حتى حد ما عاد بش يحط يده عليها,309,5.26,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_610.wav,تونس توة رجعت,310,2.31,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_611.wav,و رجعت البراءة الي افتقدتها سنين,311,4.19,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_612.wav,تونس اليوم   تولدت من جديد,312,3.81,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_613.wav,و تحس في روحها عزوزة,313,3.16,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_614.wav,وقت الي ندادها يلعبوا,314,3.49,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_615.wav,و يتمتعوا بطفولتهم و يحلموا,315,3.62,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_616.wav,هذاكا اش جات تعمل تونس تحت التوتة,316,3.87,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_617.wav,بعد ما خرجت من حكاية صعيبة,317,3.51,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_618.wav,ما تعرفش كيفاش نجات منها,318,4.88,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_619.wav,المهم أنه المجرم طاردوه  الأشراف,319,3.92,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_620.wav,و هرب من غير رجعة,320,2.99,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_621.wav,و المهم الي هالاشراف,321,2.89,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_622.wav,في اخر لحظة قبل ما يقتلها نهائيا,322,4.13,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_623.wav,خلات تونس اهل البلاء في البلاء و هربت  بجروحها بوجايعها,323,6.91,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_624.wav,تشم في نسمة الحرية,324,2.99,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_625.wav,و تعاود تكتشف  في دنيا على محلاها,325,3.49,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_626.wav,ما أبنها الحرية,326,2.88,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_627.wav,حبت تجري و تغني أناشيد الطفولة,327,3.63,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_628.wav,لكن الحالة الي كانت عليها ما سمحتلهاش,328,4.01,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_629.wav,أكتفت انها سايست روحها و بشوية بشوية,329,4.33,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_630.wav,اتكات تحت التوتة,330,2.84,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_631.wav,و تحت التوتة ضحكت,331,2.29,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_632.wav,و هي حاسة روحها ما بين هواء و فضاء,332,3.53,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_633.wav,و بحلقت في السحاب راسها الفوق,333,3.08,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_634.wav,شافت تونس السحاب,334,2.98,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_635.wav,و ضحكت ضحكتها الطفولية,335,2.79,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_636.wav,و بدات تتخيل,336,2.28,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_637.wav,نحلم  نكون حرة ما يمسني حد,337,3.21,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_638.wav,و ما يتحوكم فيا حتى حد لا من قريب و لا من بعيد,338,4.89,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_639.wav,ما يهمنيش فقيرة,339,2.52,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_640.wav,ما ديما بكرامتي و خشمي ديما الفوق,340,4.27,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_641.wav,ياخي جاء في بالها حلم اخر,341,3.13,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_642.wav,ضحكت و عينيها تملاو بالفرحة,342,4.19,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_643.wav,نحلم أنه يتكتب دستور بش ما يقعدش الحلم الي حلمته كلام في الهواء,343,7.54,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_644.wav,خممت تونس و هي تتفرج في السحاب,344,3.54,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_645.wav,زعمة شنوة نكتب فيه هالدستور,345,3.11,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_646.wav,عصرت مخها و تحاملت على وجايعها و بدات تتخيل,346,4.43,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_647.wav,ما فهمتش علاش وقت الي حبت تتخيل شنوة ينجم يكون في الدستور ما نجمت تتخيل كان كرسي,347,7.08,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_648.wav,عاودت حاولت تتخيل مستقبل أفضل عن طريق دستور يضمنلها حريتها لكن شي,348,7.59,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_649.wav,ما جاء في مخها كان الكرسي,349,3.06,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_650.wav,تفجعت تونس و  ووجهها ظلام,350,3.73,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_651.wav,ولى حلمها كابوس و رجعت تحس في وجايعها,351,4.99,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_652.wav,الي فهمت الي هوما جروح كبيرة,352,3.54,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_653.wav,و أخطر من الي كانت تتصور,353,3.22,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_654.wav,بكات من القهرة,354,2.41,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_655.wav,و عاودت عصرت روحها,355,3.08,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_656.wav,و ركزت بالكشي غصرة و تتعدى,356,3.78,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_657.wav,ايا يا تونس حاول تحلم,357,3.44,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_658.wav,شوف السحاب و راسك الفوق و أحلم,358,3.86,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_659.wav,قائد الطائرة فقد الاتصال بالمطار,359,3.6,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_660.wav,ياخي شكون قال الياغورت هذا كان للصغار,360,4.08,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_661.wav,خاطر بابا كل مايدخل ويلقاني ناكل فيه,361,3.12,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_662.wav,فرحانة بروحك يعني,362,2.7,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_663.wav,اس اس مش بوك باركا قلك اكاكا حتى من تلامذتك عملو رومارك,363,6.57,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_664.wav,نموت عليه,364,2.5,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_665.wav,المرة اللي فاتت اختي توكل فيه لولدها بيبي,365,4.98,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_666.wav,من غير ما تغصب عليه,366,2.7,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_667.wav,أنا كنت نسرقو لأولاد اختي كي يجو بحذانا لين كبرو,367,5.16,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_668.wav,بعد مذقت كعبة و قتلو عبيلي رطل,368,4.75,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_669.wav,البيتزا بنينة,369,3.4,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_670.wav,أما نحب نروح بيه الشاريو متع الفريت,370,4.41,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_671.wav,صحة يا عروسة,371,2.56,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_672.wav,خرج روترات و الا مطرد,372,3.21,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_673.wav,قالولي تبيتيه ليلة في الماء والملح وبعد نحطوه يشيح يبدا مالح كيف اللي نشروه مالحماص,373,10.39,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_674.wav,يت نجرب فيها مرة نقشر فيه وانا نتفرج جيت نشوف نلقى روحي كليتو,374,9.13,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_675.wav,ماو في بالكم اللي انا البارح طيبت كسكسي بالخضرة,375,4.19,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_676.wav,والله كنت نستغرب كيفه واحد يشتهي يكل فالليل,376,4.42,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_677.wav,أنا مستحيل نقوم نكل فالليل  و إلا نطيب و نعرف الواحد اخر الليل يشتهي حاجة خفيفة,377,7.54,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_678.wav,و فيسع تحضر أما واحد تجيه شهوة فاليويو عقاب الليل,378,4.9,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_679.wav,هذه ما كنتش نتصورها يا سيدي على أساس كنت باش نرقد,379,5.16,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_680.wav,لا يا أسماء قوم عادي شهوة صبية,380,4.9,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_681.wav,و ما يجيش تبقى في قلبك قمت عجنتها,381,3.72,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_682.wav,روسات بربي,382,2.83,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_683.wav,كسكسي باللبن من احسن ما تاكل صحيا شي كبير و بكلو منافع,383,6.61,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_684.wav,ستايك فارينه و انت عندك محل متع بيتزا,384,5.7,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_685.wav,الا شباتي و ملفوف تنحيهملك,385,4.69,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_686.wav,صبيت اسونس باش تدبرهم باش ما تسكرش  و يزيد يضربك بمحضر,386,6.84,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_687.wav,يعني المفروض منك كيف تلقى الفارينه في النوار ما تشريهاش,387,6.14,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_688.wav,عزيزتي الفارينة راهي مدعمة ممنوع يخدمو بها في البيتزاريات,388,5.92,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_689.wav,الباتيسريات ثمة فارينة أخرى يشروها بالضبط كيف الزيت المدعم اللي ولى مش موجود ممنوع يخدمو به,389,8.53,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_690.wav,بربي أدريسة متاع بسيسة,390,3.81,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_691.wav,التصويرة خذيتها من الأنترنيت منعرفش شكون صورها,391,4.66,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_692.wav,سر دولة لا يعطوك وصفة لا يبيعوها,392,3.92,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_693.wav,الخمر يباع جهرة,393,2.98,48000
C:/Bradai/focus/AI_ASR_model/new/audio_asr/audio_wav_694.wav,نقص السكر هو السبب في انقطاع المشروبات الغازية,394,4.89,48000
